image_id,text,len_words,text_lower,avg_img,width_img,height_img,tirets,ponctuation,top_100
e06-070-01-04,the,3,the,223.61179835062518,179,84,False,True,True
e06-070-01-06,of,2,of,220.38496477567668,93,116,False,True,True
e06-070-01-07,the,3,the,222.59672697244955,173,77,False,True,True
e06-070-01-09,was,3,was,211.74153969526864,215,58,False,True,True
e06-070-02-02,a,1,a,210.2921597633136,78,52,False,True,True
e06-070-02-04,of,2,of,222.27785896967484,92,119,False,True,True
e06-070-02-05,a,1,a,216.73233695652172,92,56,False,True,True
e06-070-02-07,or,2,or,200.20918155380141,83,58,False,True,True
e06-070-02-08,two,3,two,216.65755796446854,162,82,False,True,True
e06-070-03-01,like,4,like,227.6494537208823,196,99,False,True,True
e06-070-03-04,which,5,which,218.5892440892441,308,78,False,True,True
e06-070-03-05,would,5,would,220.01107903284012,326,85,False,True,True
e06-070-04-02,on,2,on,213.3794064203513,127,65,False,True,True
e06-070-04-03,the,3,the,220.7694003527337,168,81,False,True,True
e06-070-04-06,this,4,this,217.02605468454135,163,81,False,True,True
e06-070-05-00,would,5,would,223.52509501997852,331,93,False,True,True
e06-070-05-02,to,2,to,223.68720992984348,109,85,False,True,True
e06-070-05-03,be,2,be,220.48355411372444,137,81,False,True,True
e06-070-05-05,more,4,more,211.47085559855046,243,67,False,True,True
e06-070-06-00,but,3,but,221.392590266876,175,91,False,True,True
e06-070-06-01,more,4,more,213.63733751388077,243,63,False,True,True
e06-070-06-03,are,3,are,209.18967249347,158,63,False,True,True
e06-070-06-05,to,2,to,217.9371459694989,108,85,False,True,True
e06-070-06-07,this,4,this,214.089233941112,187,83,False,True,True
e06-070-07-01,in,2,in,223.19974961747116,91,79,False,True,True
e06-070-07-02,the,3,the,218.4250749250749,91,88,False,True,True
e06-070-07-05,is,2,is,221.81319444444443,72,80,False,True,True
e06-070-08-01,to,2,to,215.4935491723466,104,79,False,True,True
e06-070-09-01,to,2,to,222.4311638848437,113,79,False,True,True
e06-070-09-03,would,5,would,220.13077032002263,321,88,False,True,True
e06-070-09-04,be,2,be,214.2481100988564,134,77,False,True,True
e07-000-00-01,have,4,have,227.9861861861862,135,37,False,True,True
e07-000-00-02,not,3,not,227.43526994208855,101,53,False,True,True
e07-000-00-05,the,3,the,223.91065603479518,89,62,False,True,True
e07-000-00-07,in,2,in,218.57109557109558,44,39,False,True,True
e07-000-01-00,when,4,when,230.31959361393325,195,53,False,True,True
e07-000-01-03,are,3,are,205.1369963369964,65,21,False,True,True
e07-000-01-05,in,2,in,223.12960687960685,37,44,False,True,True
e07-000-02-00,of,2,of,211.15516569200776,45,57,False,True,True
e07-000-02-02,and,3,and,228.597425997426,105,37,False,True,True
e07-000-02-05,over,4,over,217.70675223214286,112,32,False,True,True
e07-000-02-09,or,2,or,206.03902439024392,41,25,False,True,True
e07-000-02-10,when,4,when,231.78704525288376,115,49,False,True,True
e07-000-03-03,are,3,are,214.8960113960114,78,18,False,True,True
e07-000-03-05,with,4,with,221.03498682003357,107,39,False,True,True
e07-000-04-02,one,3,one,197.40034965034963,78,22,False,True,True
e07-000-04-05,as,2,as,205.39222222222224,45,20,False,True,True
e07-000-04-08,with,4,with,214.96910856134159,103,44,False,True,True
e07-000-05-00,the,3,the,212.37993920972644,91,47,False,True,True
e07-000-05-02,of,2,of,222.63012820512824,52,60,False,True,True
e07-000-05-05,and,3,and,230.06978319783198,82,36,False,True,True
e07-000-05-08,from,4,from,231.28727377190464,118,59,False,True,True
e07-003-00-05,as,2,as,244.79616910866912,84,156,False,True,True
e07-003-00-06,it,2,it,218.35606622189275,57,71,False,True,True
e07-003-01-01,the,3,the,217.656586270872,98,55,False,True,True
e07-003-01-03,of,2,of,229.2719131097561,64,82,False,True,True
e07-003-01-05,by,2,by,223.06447187928669,54,81,False,True,True
e07-003-02-00,and,3,and,219.6489561341778,147,58,False,True,True
e07-003-02-03,is,2,is,226.44206724090026,61,59,False,True,True
e07-003-02-05,with,4,with,223.9817898529555,163,63,False,True,True
e07-003-02-07,by,2,by,231.13054968287528,86,88,False,True,True
e07-003-02-08,a,1,a,202.72464698331197,38,41,False,True,True
e07-003-03-01,of,2,of,225.9685746352413,66,81,False,True,True
e07-003-04-01,with,4,with,220.42786124613343,146,62,False,True,True
e07-003-04-04,on,2,on,208.43197586727,85,39,False,True,True
e07-003-04-05,the,3,the,220.71878715814503,116,58,False,True,True
e07-003-05-00,of,2,of,211.04856001681733,67,71,False,True,True
e07-003-05-01,the,3,the,205.9558392018779,288,71,False,True,True
e07-003-05-03,of,2,of,226.0149458593869,79,83,False,True,True
e07-003-05-05,in,2,in,204.44444444444446,63,34,False,True,True
e07-003-06-00,some,4,some,205.9980322223589,173,47,False,True,True
e07-003-06-02,are,3,are,212.9579268292683,120,41,False,True,True
e07-003-06-04,out,3,out,214.834109972041,111,58,False,True,True
e07-003-06-07,on,2,on,213.74442755825729,84,47,False,True,True
e07-003-07-02,by,2,by,221.47628676470592,64,85,False,True,True
e07-003-07-08,and,3,and,216.66385019410825,151,58,False,True,True
e07-003-08-03,and,3,and,216.84021739130435,138,60,False,True,True
e07-003-09-00,are,3,are,204.59196617336156,121,43,False,True,True
e07-003-09-02,in,2,in,230.17371134020615,97,60,False,True,True
e07-007-00-00,The,3,the,214.44803639846745,144,58,False,True,True
e07-007-00-03,of,2,of,221.64329844912368,77,103,False,True,True
e07-007-00-05,in,2,in,229.59545707915277,104,69,False,True,True
e07-007-00-06,the,3,the,208.66537467700257,129,54,False,True,True
e07-007-01-00,is,2,is,225.3091392353302,67,73,False,True,True
e07-007-01-01,not,3,not,210.8608695652174,115,59,False,True,True
e07-007-01-02,new,3,new,200.56421627153333,143,41,False,True,True
e07-007-01-03,to,2,to,218.64557823129246,105,56,False,True,True
e07-007-01-04,the,3,the,212.3850129198966,129,57,False,True,True
e07-007-02-02,in,2,in,230.93760359933697,103,82,False,True,True
e07-007-02-06,their,5,their,220.98845108695653,184,72,False,True,True
e07-007-03-01,being,5,being,224.5732604017216,164,136,False,True,True
e07-007-03-02,by,2,by,219.56365202411718,90,129,False,True,True
e07-007-03-03,the,3,the,210.642345110087,124,63,False,True,True
e07-007-03-08,(,1,(,219.4651595744681,40,94,False,True,True
e07-007-04-01,),1,),221.77586206896552,29,100,False,True,True
e07-007-04-05,and,3,and,214.19860440150296,135,69,False,True,True
e07-007-05-00,are,3,are,186.60420240137225,88,53,False,True,True
e07-007-05-02,by,2,by,212.83833504624872,70,139,False,True,True
e07-007-05-04,in,2,in,220.8840259357501,87,78,False,True,True
e07-007-05-05,all,3,all,202.10498073747937,92,79,False,True,True
e07-007-05-07,of,2,of,218.51750101750102,78,126,False,True,True
e07-007-05-08,the,3,the,208.69946882862732,98,73,False,True,True
e07-007-06-05,of,2,of,218.32678821879384,69,124,False,True,True
e07-007-07-01,or,2,or,207.80727272727276,75,55,False,True,True
e07-007-07-04,of,2,of,220.64799088649545,71,136,False,True,True
e07-012-00-01,the,3,the,227.54359267734557,115,76,False,True,True
e07-012-00-03,it,2,it,223.68684877499297,53,67,False,True,True
e07-012-00-05,in,2,in,233.92179382007112,69,53,False,True,True
e07-012-00-06,the,3,the,225.41211734693883,98,80,False,True,True
e07-012-01-01,it,2,it,231.56973434535104,68,62,False,True,True
e07-012-01-03,in,2,in,236.42976190476193,80,63,False,True,True
e07-012-01-04,the,3,the,226.33346550356862,97,78,False,True,True
e07-012-01-08,the,3,the,227.9782253117972,134,73,False,True,True
e07-012-02-03,its,3,its,231.82453703703706,90,72,False,True,True
e07-012-02-05,by,2,by,231.1887640449438,95,89,False,True,True
e07-012-03-01,other,5,other,234.10725490196083,204,75,False,True,True
e07-012-04-00,may,3,may,228.0350672877847,161,96,False,True,True
e07-012-04-01,be,2,be,216.8431712962963,72,72,False,True,True
e07-012-04-03,at,2,at,219.95249042145596,87,60,False,True,True
e07-012-04-04,one,3,one,197.15164835164842,117,35,False,True,True
e07-012-04-06,and,3,and,215.2818437719916,196,58,False,True,True
e07-012-05-00,the,3,the,216.46264044943817,120,89,False,True,True
e07-012-06-00,is,2,is,221.82541666666665,48,50,False,True,True
e07-012-06-02,to,2,to,213.05126203486856,61,63,False,True,True
e07-012-06-04,a,1,a,195.29818181818183,55,25,False,True,True
e07-012-06-07,on,2,on,206.3990901571546,78,31,False,True,True
e07-012-06-08,one,3,one,209.03983315954122,137,35,False,True,True
e07-012-08-01,to,2,to,202.83282019704438,58,56,False,True,True
e07-012-08-05,in,2,in,234.0495670995671,84,55,False,True,True
e07-012-09-02,(,1,(,164.66666666666666,11,18,False,True,True
e07-012-10-01,),1,),231.65754463362515,163,89,False,True,True
e07-012-10-03,the,3,the,224.94477402653442,127,73,False,True,True
e07-012-10-06,is,2,is,227.1991400161247,61,61,False,True,True
e07-061-00-01,Mr.,3,mr.,231.45049180327868,125,61,False,True,True
e07-061-00-03,had,3,had,222.738042269188,124,58,False,True,True
e07-061-00-05,me,2,me,213.68762135922333,103,40,False,True,True
e07-061-00-06,an,2,an,212.8615077098801,103,34,False,True,True
e07-061-01-01,of,2,of,229.8413149350649,84,88,False,True,True
e07-061-01-02,the,3,the,225.46985871271585,98,65,False,True,True
e07-061-01-06,The,3,the,226.74100449775116,116,69,False,True,True
e07-061-02-00,first,5,first,235.82647584973162,172,104,False,True,True
e07-061-02-02,had,3,had,224.0590791637304,129,66,False,True,True
e07-061-02-04,from,4,from,234.35264333581532,170,79,False,True,True
e07-061-02-05,the,3,the,221.13984526112182,94,55,False,True,True
e07-061-02-06,very,4,very,227.19164648910413,140,59,False,True,True
e07-061-03-01,on,2,on,211.8986534372785,83,34,False,True,True
e07-061-03-06,the,3,the,226.52572964669739,124,63,False,True,True
e07-061-04-00,and,3,and,219.7576260634986,158,61,False,True,True
e07-061-04-04,in,2,in,228.1044077134986,66,55,False,True,True
e07-061-04-05,the,3,the,223.3664840567496,113,63,False,True,True
e07-061-05-00,at,2,at,218.558115719406,93,63,False,True,True
e07-061-05-01,any,3,any,228.5699904882689,166,76,False,True,True
e07-061-05-04,are,3,are,201.1104928457869,136,37,False,True,True
e07-061-05-07,in,2,in,229.2223776223776,55,52,False,True,True
e07-061-06-01,of,2,of,219.56009538950715,74,85,False,True,True
e07-061-06-02,the,3,the,216.84609375,80,64,False,True,True
e07-061-06-08,I,1,i,207.825,20,52,False,True,True
e07-061-06-09,had,3,had,218.60567539804828,132,59,False,True,True
e07-061-07-01,in,2,in,232.25099469496018,58,52,False,True,True
e07-061-07-05,and,3,and,220.7009836065574,175,61,False,True,True
e07-061-08-01,of,2,of,221.20420420420425,74,90,False,True,True
e07-061-08-02,the,3,the,222.4738570346047,107,74,False,True,True
e07-061-08-04,of,2,of,221.89978370583995,76,73,False,True,True
e07-061-08-07,had,3,had,226.05978148835288,147,66,False,True,True
e07-061-09-00,in,2,in,221.22006560962276,59,62,False,True,True
e07-061-09-01,my,2,my,221.89454094292805,117,62,False,True,True
e07-061-09-05,I,1,i,227.76525821596246,30,71,False,True,True
e07-061-10-00,over,4,over,207.4357669357669,154,37,False,True,True
e07-061-10-02,and,3,and,221.40565596029592,181,59,False,True,True
e07-066-00-00,A,1,a,228.3293459386456,71,73,False,True,True
e07-066-00-05,in,2,in,227.86598507875104,77,47,False,True,True
e07-066-01-06,to,2,to,214.9112367021277,64,47,False,True,True
e07-066-02-01,with,4,with,233.72672915319973,182,68,False,True,True
e07-066-02-02,me,2,me,215.26069518716577,110,34,False,True,True
e07-066-02-03,in,2,in,227.97628205128208,60,52,False,True,True
e07-066-03-01,as,2,as,186.31674208144798,91,34,False,True,True
e07-066-03-02,a,1,a,181.51368760064412,46,27,False,True,True
e07-066-03-05,in,2,in,235.01777413180199,69,53,False,True,True
e07-066-03-06,the,3,the,225.71036789297662,115,65,False,True,True
e07-066-04-03,the,3,the,220.63390092879257,119,76,False,True,True
e07-066-05-01,him,3,him,220.6555807508188,147,54,False,True,True
e07-066-05-02,by,2,by,218.41641388608025,69,86,False,True,True
e07-066-05-04,on,2,on,193.2192307692308,65,28,False,True,True
e07-066-05-08,only,4,only,230.645859375,160,80,False,True,True
e07-066-05-09,two,3,two,222.28096249115362,157,63,False,True,True
e07-066-05-10,or,2,or,195.80827586206897,75,29,False,True,True
e07-066-06-02,the,3,the,224.71871980676332,120,69,False,True,True
e07-066-06-05,one,3,one,205.16131237183868,133,33,False,True,True
e07-066-07-00,and,3,and,213.4725216656098,166,57,False,True,True
e07-066-07-01,the,3,the,221.05119000132962,109,69,False,True,True
e07-066-07-04,I,1,i,226.77769318614392,37,71,False,True,True
e07-066-07-05,have,4,have,225.23927472883275,174,71,False,True,True
e07-066-07-06,is,2,is,223.09911550468263,62,62,False,True,True
e07-066-07-07,that,4,that,226.80503144654088,212,78,False,True,True
e07-066-08-00,this,4,this,222.57647420147418,132,74,False,True,True
e07-066-08-02,is,2,is,211.61955555555562,50,45,False,True,True
e07-072-00-01,the,3,the,223.89288025889968,103,60,False,True,True
e07-072-00-04,of,2,of,228.6034954407295,70,94,False,True,True
e07-072-01-01,the,3,the,222.77064364207217,98,65,False,True,True
e07-072-01-03,of,2,of,224.4514009661836,69,75,False,True,True
e07-072-01-04,the,3,the,217.05449695121948,82,64,False,True,True
e07-072-01-09,are,3,are,209.45684803001882,130,41,False,True,True
e07-072-02-01,in,2,in,234.26157348848972,67,59,False,True,True
e07-072-02-05,It,2,it,223.14885954381757,68,49,False,True,True
e07-072-02-06,is,2,is,221.40987933634992,51,52,False,True,True
e07-072-03-00,in,2,in,231.226936026936,54,55,False,True,True
e07-072-03-01,the,3,the,226.68108504398828,110,62,False,True,True
e07-072-03-04,that,4,that,227.31875986261952,171,63,False,True,True
e07-072-03-05,the,3,the,223.92898052691868,97,63,False,True,True
e07-072-04-00,have,4,have,227.38955422488357,167,72,False,True,True
e07-072-04-01,made,4,made,220.63921478414238,207,63,False,True,True
e07-072-04-04,and,3,and,221.31152037617557,176,58,False,True,True
e07-072-05-04,are,3,are,185.2290322580645,110,31,False,True,True
e07-072-06-02,they,4,they,231.71044069801837,161,84,False,True,True
e07-072-06-03,are,3,are,208.6091806091806,111,42,False,True,True
e07-072-06-05,than,4,than,220.8107402573186,173,62,False,True,True
e07-072-06-06,they,4,they,230.4408450704225,142,85,False,True,True
e07-072-06-07,were,4,were,206.6541585445094,162,38,False,True,True
e07-072-07-03,In,2,in,204.39534883720933,43,28,False,True,True
e07-072-07-04,the,3,the,231.86382772020724,193,64,False,True,True
e07-072-07-07,there,5,there,233.70898165717898,255,62,False,True,True
e07-072-07-08,is,2,is,230.0601851851852,96,45,False,True,True
e07-072-08-00,no,2,no,206.19227994227998,63,44,False,True,True
e07-072-08-03,for,3,for,228.41035428844086,101,83,False,True,True
e07-072-08-05,that,4,that,215.8759809750297,145,58,False,True,True
e07-072-08-06,can,3,can,204.5890688259109,114,39,False,True,True
e07-072-08-07,be,2,be,212.6103896103896,77,58,False,True,True
e07-072-09-01,at,2,at,218.74051303794784,89,53,False,True,True
e07-072-09-02,a,1,a,191.80141843971631,47,39,False,True,True
e07-072-09-07,the,3,the,217.45916083916083,110,65,False,True,True
e07-072-10-03,which,5,which,234.3795131609597,212,81,False,True,True
e07-072-10-04,are,3,are,209.87008060692267,111,38,False,True,True
e07-072-10-06,on,2,on,204.4232304900181,95,29,False,True,True
e07-072-11-02,for,3,for,218.96242884250478,85,62,False,True,True
e07-076-00-00,The,3,the,193.8607427055703,117,58,False,True,True
e07-076-00-03,of,2,of,214.59887359199,94,85,False,True,True
e07-076-00-04,the,3,the,190.58582434514642,110,59,False,True,True
e07-076-00-07,is,2,is,207.2666122004357,68,54,False,True,True
e07-076-00-08,its,3,its,196.59259835173376,109,59,False,True,True
e07-076-01-04,with,4,with,197.3047839506173,168,54,False,True,True
e07-076-02-02,the,3,the,203.96140391791042,128,67,False,True,True
e07-076-02-05,are,3,are,164.58846153846153,120,26,False,True,True
e07-076-03-04,and,3,and,218.176661849711,173,64,False,True,True
e07-076-03-06,the,3,the,203.33077116935485,124,64,False,True,True
e07-076-03-08,and,3,and,209.27068783068782,189,50,False,True,True
e07-076-04-02,are,3,are,164.5648148148148,120,27,False,True,True
e07-076-04-03,not,3,not,206.388698630137,146,60,False,True,True
e07-076-04-07,these,5,these,202.38927017073985,206,58,False,True,True
e07-076-05-01,will,4,will,198.33520276100086,152,61,False,True,True
e07-076-05-02,be,2,be,180.2569060773481,181,30,False,True,True
e07-076-05-06,This,4,this,190.53922413793103,160,58,False,True,True
e07-076-05-08,not,3,not,205.3302402309516,183,53,False,True,True
e07-076-06-02,to,2,to,195.84322508398654,94,57,False,True,True
e07-076-06-03,the,3,the,203.16761363636363,144,66,False,True,True
e07-076-06-07,as,2,as,167.67171717171718,99,28,False,True,True
e07-076-07-00,they,4,they,213.50723025583986,155,116,False,True,True
e07-076-07-01,are,3,are,172.10064935064938,132,28,False,True,True
e07-076-07-02,not,3,not,206.31745680106337,148,61,False,True,True
e07-076-07-04,so,2,so,169.6704996034893,97,26,False,True,True
e07-076-07-06,as,2,as,150.93958215697347,77,23,False,True,True
e07-076-07-07,the,3,the,194.0552464743175,131,59,False,True,True
e07-076-08-02,and,3,and,217.14823633156968,180,63,False,True,True
e07-076-08-04,not,3,not,167.13181818181818,132,25,False,True,True
e07-076-09-00,about,5,about,210.19128516271374,259,70,False,True,True
e07-076-09-01,in,2,in,211.88027295285357,93,52,False,True,True
e07-076-09-03,the,3,the,195.24244751664108,126,62,False,True,True
e07-079-00-00,The,3,the,203.52375593898475,129,62,False,True,True
e07-079-00-06,at,2,at,162.53623188405797,63,23,False,True,True
e07-079-01-04,are,3,are,169.021978021978,119,26,False,True,True
e07-079-02-00,and,3,and,211.41666666666663,172,54,False,True,True
e07-079-02-03,to,2,to,202.40596113940762,93,57,False,True,True
e07-079-02-05,and,3,and,210.427824788452,164,49,False,True,True
e07-079-03-00,they,4,they,218.410723581468,153,113,False,True,True
e07-079-03-02,have,4,have,211.39721964782208,166,65,False,True,True
e07-079-03-03,some,4,some,189.87022653721684,206,30,False,True,True
e07-079-03-05,from,4,from,226.64031470428645,194,95,False,True,True
e07-079-04-02,which,5,which,210.36570014144272,202,70,False,True,True
e07-079-04-03,can,3,can,171.54198473282443,131,27,False,True,True
e07-079-04-04,be,2,be,209.5567857142857,100,56,False,True,True
e07-079-04-06,a,1,a,161.2822641509434,53,25,False,True,True
e07-079-04-08,in,2,in,218.43413729128014,99,49,False,True,True
e07-079-05-00,a,1,a,168.16135328562137,53,29,False,True,True
e07-079-05-06,that,4,that,222.3953790726817,608,105,False,True,True
e07-079-06-02,have,4,have,213.585684430512,174,66,False,True,True
e07-079-06-03,on,2,on,171.22781065088756,104,26,False,True,True
e07-079-07-01,with,4,with,203.7171972049689,161,64,False,True,True
e07-079-07-05,there,5,there,212.5168547453704,216,64,False,True,True
e07-079-07-06,is,2,is,209.2050120772947,72,46,False,True,True
e07-079-07-07,no,2,no,172.8402097902098,110,26,False,True,True
e07-079-08-01,that,4,that,204.9913498748008,191,69,False,True,True
e07-079-08-02,a,1,a,164.2111801242236,56,23,False,True,True
e07-079-08-04,of,2,of,218.16560965630114,94,104,False,True,True
e07-079-09-02,is,2,is,206.8803339517625,66,49,False,True,True
e07-079-09-03,an,2,an,163.70461538461538,117,25,False,True,True
e07-079-10-00,from,4,from,219.41681169509224,169,102,False,True,True
e07-079-10-01,any,3,any,216.9839264354067,152,88,False,True,True
e07-079-10-03,of,2,of,217.19528432732315,105,103,False,True,True
e07-083-00-03,will,4,will,204.42089864158834,145,66,False,True,True
e07-083-00-05,that,4,that,200.20633484162894,187,65,False,True,True
e07-083-00-07,to,2,to,203.30197132616485,93,60,False,True,True
e07-083-01-03,is,2,is,206.468438538206,63,43,False,True,True
e07-083-01-04,a,1,a,163.07514880952382,56,24,False,True,True
e07-083-01-07,in,2,in,218.24487179487176,105,52,False,True,True
e07-083-02-01,of,2,of,218.7163199466014,101,89,False,True,True
e07-083-02-02,their,5,their,210.2785159749179,197,68,False,True,True
e07-083-02-05,in,2,in,219.14022435897442,96,52,False,True,True
e07-083-02-07,one,3,one,186.2749013806706,156,26,False,True,True
e07-083-03-01,man,3,man,172.11180904522612,199,24,False,True,True
e07-083-03-02,was,3,was,170.6264367816092,114,29,False,True,True
e07-083-03-03,so,2,so,170.7569573283859,98,22,False,True,True
e07-083-03-05,about,5,about,204.51577679646732,235,53,False,True,True
e07-083-03-06,this,4,this,204.14538073293838,147,62,False,True,True
e07-083-04-00,a,1,a,161.27696793002912,49,28,False,True,True
e07-083-04-04,that,4,that,187.40403644557657,173,59,False,True,True
e07-083-04-05,he,2,he,200.41845456131168,91,63,False,True,True
e07-083-04-06,made,4,made,212.2713779956427,204,72,False,True,True
e07-083-04-07,the,3,the,203.54088680926915,132,68,False,True,True
e07-083-05-00,for,3,for,210.76573530874015,113,89,False,True,True
e07-083-05-03,a,1,a,153.98809523809524,56,24,False,True,True
e07-083-05-07,to,2,to,192.79732208363902,94,58,False,True,True
e07-083-06-01,his,3,his,207.1270424836601,108,68,False,True,True
e07-083-06-05,the,3,the,196.62953629032262,124,64,False,True,True
e07-083-07-02,it,2,it,202.55485893416932,88,58,False,True,True
e07-083-07-03,is,2,is,209.06885456885456,74,42,False,True,True
e07-083-07-04,a,1,a,156.3054298642534,51,26,False,True,True
e07-083-08-00,which,5,which,202.84501076812637,199,70,False,True,True
e07-083-08-03,with,4,with,196.2757242757243,154,65,False,True,True
e07-083-08-04,any,3,any,210.6265789473684,150,76,False,True,True
e07-083-09-01,on,2,on,173.78389212827992,98,28,False,True,True
e07-083-09-04,the,3,the,192.86534357661117,142,66,False,True,True
e07-083-10-00,can,3,can,167.44289044289044,132,26,False,True,True
e07-083-10-01,be,2,be,209.54361263736263,91,64,False,True,True
e07-083-10-03,or,2,or,175.16779026217228,89,30,False,True,True
e07-083-10-05,by,2,by,210.97594408133625,102,108,False,True,True
e07-086-00-00,It,2,it,190.11616161616158,84,66,False,True,True
e07-086-00-01,is,2,is,202.85655229433652,59,41,False,True,True
e07-086-00-02,not,3,not,204.9069875595861,141,61,False,True,True
e07-086-00-04,to,2,to,196.6835016835017,88,54,False,True,True
e07-086-00-06,an,2,an,172.14819047619045,105,25,False,True,True
e07-086-01-04,and,3,and,209.5773333333333,180,50,False,True,True
e07-086-01-05,the,3,the,196.72562358276642,126,56,False,True,True
e07-086-02-02,the,3,the,204.06792807615463,127,67,False,True,True
e07-086-02-04,may,3,may,216.97736280487808,160,82,False,True,True
e07-086-03-00,with,4,with,202.56320086121826,157,71,False,True,True
e07-086-03-04,the,3,the,204.72642390289448,136,63,False,True,True
e07-086-03-06,are,3,are,160.6177536231884,115,24,False,True,True
e07-086-04-02,only,4,only,218.20423700761341,159,95,False,True,True
e07-086-04-07,are,3,are,176.0988343856241,142,29,False,True,True
e07-086-05-01,and,3,and,207.11342342342343,185,60,False,True,True
e07-086-05-04,in,2,in,209.06321603927987,94,52,False,True,True
e07-086-05-05,which,5,which,198.02423003941033,221,62,False,True,True
e07-086-06-00,to,2,to,195.7480533926585,87,62,False,True,True
e07-086-06-04,In,2,in,206.29508196721312,84,61,False,True,True
e07-086-06-05,their,5,their,206.1013343799058,196,65,False,True,True
e07-086-06-08,they,4,they,218.10886202307012,161,112,False,True,True
e07-086-07-00,are,3,are,161.47689011325375,121,27,False,True,True
e07-086-07-01,not,3,not,206.69968253968253,150,63,False,True,True
e07-086-07-03,and,3,and,205.62353591160218,181,50,False,True,True
e07-086-07-05,in,2,in,220.93106258148632,104,59,False,True,True
e07-086-07-07,of,2,of,216.7229622939716,103,86,False,True,True
e07-086-08-00,their,5,their,196.33424012940225,203,67,False,True,True
e07-086-08-05,have,4,have,213.90658900618854,205,67,False,True,True
e07-086-09-00,a,1,a,159.86410256410255,52,30,False,True,True
e07-086-09-03,for,3,for,216.1723040552828,117,94,False,True,True
e07-086-09-04,them,4,them,200.97544524441082,203,65,False,True,True
e07-090-00-02,are,3,are,185.4426523297491,126,31,False,True,True
e07-090-00-06,do,2,do,211.68374316939892,120,61,False,True,True
e07-090-01-00,not,3,not,203.59465737514518,123,56,False,True,True
e07-090-01-03,so,2,so,171.9591049382716,54,24,False,True,True
e07-090-01-05,and,3,and,172.43592171717168,132,24,False,True,True
e07-090-01-06,are,3,are,178.550625,128,25,False,True,True
e07-090-01-08,to,2,to,203.6095238095238,105,56,False,True,True
e07-090-02-02,The,3,the,203.91599653593963,137,59,False,True,True
e07-090-02-06,for,3,for,221.72902291506944,129,91,False,True,True
e07-090-02-08,and,3,and,204.68707403055228,185,46,False,True,True
e07-090-03-04,they,4,they,223.5491014120668,152,123,False,True,True
e07-090-03-05,are,3,are,189.0582733812949,139,30,False,True,True
e07-090-04-01,and,3,and,213.38140350877197,190,60,False,True,True
e07-090-04-07,the,3,the,202.90962099125363,147,63,False,True,True
e07-090-05-00,other,5,other,201.22850122850122,209,74,False,True,True
e07-090-05-03,there,5,there,202.45328317373458,215,68,False,True,True
e07-090-05-04,is,2,is,207.99365942028984,69,48,False,True,True
e07-090-05-06,no,2,no,169.49896551724137,100,29,False,True,True
e07-090-06-00,for,3,for,216.9769927536232,120,92,False,True,True
e07-090-06-01,the,3,the,206.92166135499127,137,71,False,True,True
e07-090-06-05,so,2,so,181.50391737891738,104,27,False,True,True
e07-090-06-06,they,4,they,222.3621756487026,167,120,False,True,True
e07-090-06-07,have,4,have,211.25372340425528,188,60,False,True,True
e07-090-06-08,the,3,the,205.93863854266542,149,63,False,True,True
e07-090-07-02,of,2,of,218.0164152617569,98,92,False,True,True
e07-090-07-03,being,5,being,226.86865361289205,199,116,False,True,True
e07-090-07-04,the,3,the,206.4724330357143,140,64,False,True,True
e07-090-07-05,only,4,only,225.59704618689582,190,98,False,True,True
e07-090-08-03,in,2,in,219.9451046972269,93,57,False,True,True
e07-090-09-00,for,3,for,209.92859881157756,111,94,False,True,True
e07-094-00-02,are,3,are,186.62755102040816,84,28,False,True,True
e07-094-00-04,the,3,the,211.01164079822613,82,44,False,True,True
e07-094-00-07,to,2,to,203.12150943396227,53,50,False,True,True
e07-094-01-01,for,3,for,224.1821095571096,88,78,False,True,True
e07-094-01-06,are,3,are,186.9260057471264,96,29,False,True,True
e07-094-01-09,of,2,of,207.6915486915487,74,63,False,True,True
e07-094-02-02,made,4,made,209.56378986866798,156,41,False,True,True
e07-094-02-03,in,2,in,211.31957671957676,45,42,False,True,True
e07-094-02-04,a,1,a,172.71012931034485,32,29,False,True,True
e07-094-02-08,to,2,to,206.24606918239,48,53,False,True,True
e07-094-03-02,the,3,the,215.20319264069263,88,42,False,True,True
e07-094-03-04,and,3,and,213.7633171912833,118,42,False,True,True
e07-094-03-06,of,2,of,213.11731296513904,69,74,False,True,True
e07-094-03-07,a,1,a,174.21866666666668,30,25,False,True,True
e07-094-04-02,or,2,or,186.90350877192986,57,28,False,True,True
e07-094-04-04,in,2,in,216.9837037037037,45,45,False,True,True
e07-094-04-07,they,4,they,226.71728331620415,139,84,False,True,True
e07-094-05-00,are,3,are,191.3772893772894,91,30,False,True,True
e07-094-05-01,made,4,made,216.3904713114754,160,61,False,True,True
e07-094-05-02,of,2,of,197.63076923076923,65,70,False,True,True
e07-094-05-03,the,3,the,202.37558356676,84,51,False,True,True
e07-094-05-06,as,2,as,170.87593984962402,57,28,False,True,True
e07-094-05-07,would,5,would,207.04436170212767,188,50,False,True,True
e07-094-05-08,have,4,have,212.73259128546218,139,53,False,True,True
e07-094-06-00,been,4,been,205.4348478032689,117,57,False,True,True
e07-094-06-02,in,2,in,205.3606719367589,46,44,False,True,True
e07-094-06-03,a,1,a,173.0529279279279,37,24,False,True,True
e07-094-06-06,the,3,the,207.49327956989245,36,62,False,True,True
